what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1302232211133
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1302232211133
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302232211133
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1302232211133
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1302232211133
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1302232211133
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302232211133
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1302232211133
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1302232211133
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1302232211133
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1302232211133
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1302232211133
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302232211133
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302232211133
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302232211133
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1302232211133
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302232211133
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1302232211133
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1302232211149
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1302232211149
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302232211149
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302232211149
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302232211149
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302232211149
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1302232211149
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1302232211149
os,sysinfo,,,"win32",1302232211149
arch,sysinfo,,,"x86_64",1302232211149
ws,sysinfo,,,"win32",1302232211149
locale,sysinfo,,,"en_US",1302232211149
processors,sysinfo,,,"4",1302232211149
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302232211149
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1302232211149
java.specification.name,sysinfo,,,"Java Platform API Specification",1302232211149
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302232211149
java.specification.version,sysinfo,,,"1.6",1302232211149
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302232211149
java.version,sysinfo,,,"1.6.0_21",1302232211149
java.vm.info,sysinfo,,,"mixed mode",1302232211149
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302232211149
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302232211149
